,freeze,Tracesample,buffer#,finefreeze,wc,Seconds,SecondsofDayNoPPS,TimeStampsNoPPS
3829,342151399,27,0,87590758272,87590758005,9.572499993737438e-05,73826.22187895,0 days 20:30:26.221879
3830,342151399,27,0,87590758272,87590758006,9.575000012773671e-05,73826.221878975,0 days 20:30:26.221879
3831,342151399,27,0,87590758272,87590758007,9.577500031809905e-05,73826.221879,0 days 20:30:26.221879
3832,342151399,27,0,87590758272,87590758008,9.580000005371403e-05,73826.221879025,0 days 20:30:26.221879
3833,342151399,27,0,87590758272,87590758009,9.582500024407636e-05,73826.22187905,0 days 20:30:26.221879
3834,342151399,27,0,87590758272,87590758010,9.584999997969135e-05,73826.221879075,0 days 20:30:26.221879
3835,342151399,27,0,87590758272,87590758011,9.587500017005368e-05,73826.2218791,0 days 20:30:26.221879
3836,342151399,27,0,87590758272,87590758012,9.589999990566866e-05,73826.221879125,0 days 20:30:26.221879
3837,342151399,27,0,87590758272,87590758013,9.5925000096031e-05,73826.22187915,0 days 20:30:26.221879
3838,342151399,27,0,87590758272,87590758014,9.595000028639333e-05,73826.221879175,0 days 20:30:26.221879
3839,342151399,27,0,87590758272,87590758015,9.597500002200832e-05,73826.2218792,0 days 20:30:26.221879
3840,342151399,27,0,87590758272,87590758016,9.600000021237065e-05,73826.221879225,0 days 20:30:26.221879
3841,342151399,27,0,87590758272,87590758017,9.602499994798563e-05,73826.22187925,0 days 20:30:26.221879
3842,342151399,27,0,87590758272,87590758018,9.605000013834797e-05,73826.221879275,0 days 20:30:26.221879
3843,342151399,27,0,87590758272,87590758019,9.60750003287103e-05,73826.2218793,0 days 20:30:26.221879
3844,342151399,27,0,87590758272,87590758020,9.610000006432529e-05,73826.221879325,0 days 20:30:26.221879
3845,342151399,27,0,87590758272,87590758021,9.612500025468762e-05,73826.22187935,0 days 20:30:26.221879
3846,342151399,27,0,87590758272,87590758022,9.61499999903026e-05,73826.221879375,0 days 20:30:26.221879
